Date,Open,High,Low,Close,Volume
2016-08-24,279.9181,280.3763,279.2163,279.8611,71552075.0
2016-08-25,283.9179,288.8307,283.5337,285.7477,35178398.0
2016-08-26,278.4698,278.5246,276.0267,276.6314,172642840.0
2016-08-29,270.328,271.6516,266.6276,270.7343,105728254.0
2016-08-30,260.9683,262.5271,257.144,260.7112,786690125.0
2016-08-31,258.7563,263.4313,258.0431,259.5983,101008616.0
2016-09-01,263.2767,264.3393,262.8104,263.3567,52691554.0
2016-09-02,269.4178,271.895,261.3835,271.1615,310725242.0
2016-09-05,271.3739,272.2289,267.8247,271.7625,26472214.0
2016-09-06,278.8873,281.4677,277.3053,280.4849,436754364.0
2016-09-07,273.992,281.3634,268.5225,273.4864,87959784.0
2016-09-08,265.4899,265.5446,263.2043,265.0383,405465619.0
2016-09-09,264.7734,267.6213,260.0197,264.9757,49590954.0
2016-09-12,268.7089,269.685,266.2639,267.1232,79971661.0
2016-09-13,267.8215,270.739,265.6806,267.1754,63244335.0
2016-09-14,256.6978,257.3123,251.4508,257.147,318369204.0
2016-09-15,256.2578,258.829,255.7937,256.9232,57820311.0
2016-09-16,252.2955,,244.9861,250.8709,132394152.0
2016-09-19,255.077,260.5114,251.8106,254.2728,43660363.0
2016-09-20,256.2635,258.9459,255.1044,256.2489,112751452.0
2016-09-21,252.5314,257.1553,248.2829,251.9425,179582178.0
2016-09-22,248.813,252.794,248.3746,249.7107,126830517.0
2016-09-23,246.4418,249.7635,244.9334,244.9611,42769700.0
2016-09-26,245.7389,246.7673,238.5049,244.8702,88367186.0
2016-09-27,249.9368,253.0758,246.8127,249.5333,112407952.0
2016-09-28,243.3833,246.0847,241.8731,245.1272,76804658.0
2016-09-29,247.192,249.338,247.108,247.6747,46451263.0
2016-09-30,246.0716,249.4354,243.4537,245.4048,100818541.0
2016-10-03,241.296,245.8983,238.0533,241.9518,63422868.0
2016-10-04,242.4167,243.0396,240.1797,241.6594,162912226.0
2016-10-05,238.099,238.3761,234.545,237.1703,52815485.0
2016-10-06,235.2859,238.7134,233.3021,234.8928,37731167.0
2016-10-07,228.9044,230.8668,228.2236,229.8219,216991976.0
2016-10-10,239.289,240.0498,236.49,238.7097,572812953.0
2016-10-11,240.7799,241.3225,237.8893,239.0632,111607556.0
2016-10-12,236.9071,238.3847,234.7783,236.1148,46152425.0
2016-10-13,238.0037,239.1101,233.2173,237.2644,79776472.0
2016-10-14,235.9193,237.9451,234.1384,236.954,122312309.0
2016-10-17,236.0909,239.6692,235.2652,236.1586,124863134.0
2016-10-18,239.5889,239.7144,239.0922,239.11,57504664.0
2016-10-19,243.1638,244.4641,241.3648,242.755,27258221.0
2016-10-20,240.0683,243.0115,238.073,240.529,65760563.0
2016-10-21,238.7071,240.6378,234.2612,238.1194,146642643.0
2016-10-24,236.7275,237.4076,232.6405,237.0777,98135879.0
2016-10-25,225.9409,231.2438,222.9635,227.1701,282867074.0
2016-10-26,220.4636,225.8942,217.2219,220.9371,548349452.0
2016-10-27,226.4055,227.2452,225.3328,226.9031,511965787.0
2016-10-28,233.921,238.2687,232.6705,234.2581,372966548.0
2016-10-31,232.4546,234.2787,232.3228,233.3479,81322695.0
2016-11-01,235.8788,238.5071,233.5568,236.0964,134242961.0
2016-11-02,236.7988,242.6568,234.6381,237.6825,76731142.0
2016-11-03,251.1977,255.3963,250.5228,252.1274,526909890.0
2016-11-04,257.9106,259.4532,256.9618,257.7283,184703655.0
2016-11-07,255.9777,260.0095,253.343,257.3153,45055496.0
2016-11-08,254.4719,257.6547,250.3146,252.916,133067613.0
2016-11-09,246.0945,246.9085,244.6191,245.5528,157812986.0
2016-11-10,247.8536,248.5229,246.5726,246.6994,37206105.0
2016-11-11,243.9531,244.1104,240.5532,243.3962,67693354.0
2016-11-14,236.1669,237.1929,235.7318,237.1341,318602027.0
2016-11-15,234.3215,236.381,233.2978,234.4448,35828300.0
2016-11-16,231.1588,235.2359,227.7125,229.8885,62211461.0
2016-11-17,237.8091,238.3498,235.7216,237.5295,235577185.0
2016-11-18,240.9125,241.9031,238.9275,241.7168,112511188.0
2016-11-21,241.3159,242.6308,239.7428,241.8771,101294059.0
2016-11-22,249.6794,250.7845,246.1038,248.9399,473918300.0
2016-11-23,248.7452,249.6149,246.8023,249.507,72050677.0
2016-11-24,248.0015,250.2988,241.6419,245.6785,93124371.0
2016-11-25,252.8251,257.0851,249.1164,253.0587,441548024.0
2016-11-28,257.6169,263.039,253.771,255.8572,60779226.0
2016-11-29,250.7061,251.224,250.6339,251.0949,30636437.0
2016-11-30,249.7061,251.5128,246.4393,250.3969,42681825.0
2016-12-01,246.2129,247.26,244.0318,246.488,94826820.0
2016-12-02,241.2562,242.0955,238.7746,240.3255,162754047.0
2016-12-05,247.6554,251.0763,241.0547,244.768,41297322.0
2016-12-06,254.5241,255.9601,253.3012,253.9682,338636400.0
2016-12-07,247.63,253.0607,246.9826,247.5449,184146175.0
2016-12-08,253.3862,254.2579,249.6525,250.3962,126840118.0
2016-12-09,247.9535,249.5012,242.2924,247.5375,45448618.0
2016-12-12,244.5592,246.8704,242.2412,245.4688,64932172.0
2016-12-13,243.8818,246.0677,239.9688,242.9336,82227820.0
2016-12-14,237.9896,239.7603,237.1842,239.1937,269181232.0
2016-12-15,238.2876,240.9841,235.799,239.608,227294838.0
2016-12-16,234.2915,241.933,233.0699,236.0667,51825394.0
2016-12-19,234.9658,237.4778,234.1528,237.4694,126996776.0
2016-12-20,237.5185,240.0976,236.7254,237.4371,51129082.0
2016-12-21,235.6174,238.1157,233.566,236.5597,71144736.0
2016-12-22,231.3778,233.3611,231.2714,232.7263,296611493.0
2016-12-23,231.74,234.4965,229.6146,230.3907,192738987.0
2016-12-26,234.2575,234.3818,231.0302,233.8934,138415668.0
2016-12-27,235.0632,236.8229,233.0423,236.3102,77498946.0
2016-12-28,231.7488,232.2962,231.5825,232.1735,122271266.0
2016-12-29,232.2341,233.5401,228.0248,232.799,62556829.0
2016-12-30,236.9063,239.0184,232.3657,236.3205,58548410.0
2017-01-02,228.6132,233.9684,226.6606,229.1676,593429544.0
2017-01-03,230.6669,232.2237,230.6506,231.7214,107923628.0
2017-01-04,228.3514,229.2269,227.2199,229.024,165660049.0
2017-01-05,232.4267,232.6384,228.1326,231.6954,98190358.0
2017-01-06,229.8462,231.6527,227.4164,228.5632,62946184.0
2017-01-09,221.488,221.9154,220.4038,221.0784,771091890.0
2017-01-10,214.7201,217.1221,211.9217,214.5565,376780661.0
2017-01-11,214.7389,217.4559,212.7928,214.9263,46395854.0
2017-01-12,215.8392,219.5378,215.8017,216.1596,125607908.0
2017-01-13,213.9622,215.2061,210.16,212.6698,57576204.0
2017-01-16,214.4861,217.5956,214.0675,215.427,105493806.0
2017-01-17,208.1896,210.4568,205.7774,208.9377,394307674.0
2017-01-18,209.5553,212.8221,207.3829,208.8467,109381536.0
2017-01-19,204.7631,205.342,203.0897,204.2875,48315348.0
2017-01-20,202.233,206.7517,201.6753,201.9506,70126624.0
2017-01-23,202.0517,203.0181,200.4477,202.2961,94590367.0
2017-01-24,199.5692,202.5832,197.7098,199.1953,108664052.0
2017-01-25,197.7206,198.0052,197.4079,197.9138,94533722.0
2017-01-26,202.7513,206.1592,200.2622,201.8777,155476297.0
2017-01-27,200.7234,204.7628,197.7963,199.8513,90620543.0
2017-01-30,203.3156,203.373,202.3537,203.1978,174815881.0
2017-01-31,200.2877,201.4032,195.945,199.0675,96144405.0
2017-02-01,201.7378,204.3511,199.4856,201.2343,85097740.0
2017-02-02,206.5415,210.0889,202.1638,206.9602,805986897.0
2017-02-03,198.476,200.8652,196.3538,197.6762,319385369.0
2017-02-06,196.1935,197.5453,192.7671,194.88,216060225.0
2017-02-07,196.9129,197.8815,193.7156,197.1773,122610740.0
2017-02-08,196.9462,197.0328,195.4716,196.5819,22584110.0
2017-02-09,198.318,200.553,197.3766,198.1267,72225345.0
2017-02-10,197.271,198.5257,195.6312,196.0375,77096112.0
2017-02-13,196.6717,198.1946,194.2478,196.5184,109221971.0
2017-02-14,195.4696,197.9792,194.1444,196.1005,90795457.0
2017-02-15,200.6126,201.6628,199.4505,200.6395,72514993.0
2017-02-16,201.1681,202.1115,198.1822,201.7706,62580251.0
2017-02-17,203.0191,203.7068,202.8964,203.2273,101671537.0
2017-02-20,201.2912,204.5745,198.9019,201.8157,62703995.0
2017-02-21,199.5109,202.7082,198.6026,200.1273,87596403.0
2017-02-22,198.2166,199.5297,196.2639,198.6595,78752265.0
2017-02-23,200.768,204.807,199.4955,200.3088,92998215.0
2017-02-24,201.0256,201.6863,196.9869,198.8833,76271131.0
2017-02-27,200.0736,202.4382,197.5461,200.1381,60779739.0
2017-02-28,207.7836,211.6874,207.1602,208.3132,953541613.0
2017-03-01,212.352,213.2271,211.0087,211.9433,30514144.0
2017-03-02,211.5256,211.6261,207.9238,210.8129,77931045.0
2017-03-03,216.9052,217.0872,213.0358,215.8288,66604565.0
2017-03-06,213.5524,218.9011,212.7536,214.345,70833683.0
2017-03-07,207.9861,211.2784,201.9213,206.4139,329534146.0
2017-03-08,201.454,205.6166,199.1348,202.6836,89158386.0
2017-03-09,195.341,197.7633,193.9171,195.8022,257592518.0
2017-03-10,195.3129,197.567,194.2141,194.6641,147084346.0
2017-03-13,194.3306,195.3569,191.9428,194.8903,88153573.0
2017-03-14,201.717,204.0326,199.896,201.3273,406500283.0
2017-03-15,202.0598,204.5072,200.9939,202.7399,147897118.0
2017-03-16,202.437,206.9581,200.8,202.0665,78767239.0
2017-03-17,204.6562,206.9973,203.9685,205.4257,72847056.0
2017-03-20,195.5063,198.979,194.1487,197.1789,95421276.0
2017-03-21,197.8028,201.0681,197.0129,198.22,96884653.0
2017-03-22,199.577,202.7432,199.1703,201.2925,103147598.0
2017-03-23,194.2719,202.5277,193.1681,195.905,336296348.0
2017-03-24,200.0085,201.39,199.4063,200.3485,37466222.0
2017-03-27,201.4624,204.3129,200.461,201.7983,149994892.0
2017-03-28,200.671,202.201,198.7973,200.3837,112705757.0
2017-03-29,202.8169,204.8582,202.5384,202.9594,152927281.0
2017-03-30,212.6627,213.1143,211.8819,212.0308,425113889.0
2017-03-31,212.835,213.3766,209.5818,212.934,130941607.0
2017-04-03,213.7191,216.2696,211.3983,214.1093,123971293.0
2017-04-04,211.9181,213.0641,207.3988,212.4314,65745490.0
2017-04-05,208.8266,210.7835,208.3606,209.217,94071501.0
2017-04-06,212.7713,220.4687,212.2179,212.6988,35402768.0
2017-04-07,210.107,211.305,205.5511,209.4557,49777763.0
2017-04-10,210.6926,211.3737,206.6398,209.9099,46010971.0
2017-04-11,207.686,209.4292,205.2166,208.1929,147461653.0
2017-04-12,210.5534,211.7165,206.5442,210.2569,91565568.0
2017-04-13,211.701,215.8629,205.7408,211.7591,126179815.0
2017-04-14,217.2204,218.9188,215.0372,216.1279,88405293.0
2017-04-17,215.3193,216.8435,213.6282,214.229,34973230.0
2017-04-18,213.2079,213.5435,210.4132,213.3126,267164606.0
2017-04-19,210.0785,210.2761,208.9914,209.5737,49703104.0
2017-04-20,208.205,210.5835,207.3505,207.9905,74024573.0
2017-04-21,208.9278,210.8764,203.3275,209.6494,105668115.0
2017-04-24,213.257,217.4085,209.9383,212.8432,63210113.0
2017-04-25,210.4464,212.9396,206.6301,209.3363,59753452.0
2017-04-26,211.6838,220.0979,210.5496,212.9781,105414166.0
2017-04-27,218.2776,219.7841,215.1888,218.6827,114423919.0
2017-04-28,220.7454,221.7411,219.4474,220.5774,81389570.0
2017-05-01,228.125,230.3577,224.5934,228.7273,367135467.0
2017-05-02,225.2812,225.9828,223.0645,225.5903,72148103.0
2017-05-03,220.6637,222.0409,219.9988,220.5253,114357731.0
2017-05-04,214.3985,215.4416,212.0893,213.4091,594143149.0
2017-05-05,219.084,220.5129,216.8965,219.7075,735415543.0
2017-05-08,222.1277,223.1372,219.1,222.6224,65640066.0
2017-05-09,222.2733,222.7745,221.112,222.5696,37516899.0
2017-05-10,225.5044,225.5451,223.4347,223.9324,113113078.0
2017-05-11,220.8923,221.4439,214.9489,219.3982,55451576.0
2017-05-12,230.6769,232.4458,229.2153,229.9638,378170337.0
2017-05-15,230.8432,236.3988,227.5585,230.7137,72901102.0
2017-05-16,231.3269,234.1538,226.8861,231.3793,85954716.0
2017-05-17,235.479,235.7875,233.3955,234.7656,51939789.0
2017-05-18,238.0902,239.8134,236.7198,237.1022,106906570.0
2017-05-19,239.1168,243.4047,235.5182,238.3013,55546771.0
2017-05-22,233.7436,236.3006,232.6874,234.9589,31409753.0
2017-05-23,236.986,238.121,233.5033,237.2547,97175245.0
2017-05-24,245.8538,247.8449,243.3564,246.045,817115447.0
2017-05-25,251.9681,253.8652,251.0361,252.5866,270620934.0
2017-05-26,258.5294,264.2959,258.3211,260.5191,261299790.0
2017-05-29,258.1855,262.3553,254.6182,258.2243,81670221.0
2017-05-30,254.6116,257.2525,252.4217,253.6461,69979762.0
2017-05-31,251.095,253.5331,249.3719,253.2498,99301245.0
2017-06-01,253.0048,255.5786,252.7165,253.723,51095964.0
2017-06-02,258.8521,267.7305,257.7567,259.235,47596285.0
2017-06-05,250.0352,251.6475,245.56,251.279,370056452.0
2017-06-06,259.3309,260.5951,256.9462,258.8589,175775374.0
2017-06-07,257.8942,258.8576,257.5516,258.2971,64977637.0
2017-06-08,257.0541,260.9564,254.1311,256.4302,48468694.0
2017-06-09,250.2996,253.1695,247.5907,251.7769,103527852.0
2017-06-12,244.7333,247.8713,243.2828,244.2233,211225553.0
2017-06-13,247.0657,251.0479,244.2742,248.2541,199704092.0
2017-06-14,249.5095,255.2466,247.2476,248.8006,37133016.0
2017-06-15,243.6991,250.1405,241.7328,243.0063,99552309.0
2017-06-16,237.7279,238.229,234.4407,237.324,49693216.0
2017-06-19,235.2852,238.1363,232.9842,236.0147,100247215.0
2017-06-20,242.6271,248.7324,238.0986,243.7758,477370181.0
2017-06-21,241.1715,244.5387,238.706,242.7802,114751198.0
2017-06-22,236.8883,240.7192,234.2295,236.1727,339025732.0
2017-06-23,234.4728,238.6999,232.3335,235.2698,78454345.0
2017-06-26,232.3526,236.7915,227.8176,234.2508,42173786.0
2017-06-27,223.69,226.3493,222.4008,222.7922,692175368.0
2017-06-28,225.3005,228.6581,220.6144,222.7448,73378117.0
2017-06-29,222.3471,224.1508,221.3919,221.9553,31597433.0
2017-06-30,225.3464,226.8742,222.5466,225.0779,96142989.0
2017-07-03,232.4492,234.833,229.847,233.2713,723836699.0
2017-07-04,238.5287,240.609,235.7879,238.4848,111579243.0
2017-07-05,236.6348,238.7475,235.8521,237.4691,110528278.0
2017-07-06,231.9314,234.7099,230.3232,232.7442,50596863.0
2017-07-07,245.6862,246.102,244.2951,244.5415,586260761.0
2017-07-10,245.044,251.0173,242.5823,245.0146,36645111.0
2017-07-11,244.9547,245.9566,242.944,245.2786,69269673.0
2017-07-12,242.9246,249.3862,241.8605,245.3663,43751058.0
2017-07-13,248.1398,250.9139,243.103,246.487,141271547.0
2017-07-14,245.0925,246.5438,242.5907,246.0155,138717200.0
2017-07-17,244.0791,245.1243,238.471,243.5608,79987454.0
2017-07-18,241.6866,247.8219,238.2683,241.2528,66772762.0
2017-07-19,241.2477,243.6996,238.507,241.2998,255199858.0
2017-07-20,238.1643,242.557,237.5767,239.0287,138929318.0
2017-07-21,236.0199,237.4523,233.3692,236.0222,121437812.0
2017-07-24,235.2264,241.0049,233.6683,236.6898,161067568.0
2017-07-25,234.4558,236.1871,232.9596,235.7438,196410537.0
2017-07-26,242.5021,245.455,239.2458,242.7378,191294494.0
2017-07-27,230.8016,235.9881,228.6999,231.0644,399457274.0
2017-07-28,235.7503,237.124,235.5608,236.0722,59449126.0
2017-07-31,241.9701,246.8347,240.8471,241.8941,49016943.0
2017-08-01,231.2173,237.8472,227.3949,232.7884,253188516.0
2017-08-02,230.987,232.0612,229.6638,231.474,85418202.0
2017-08-03,228.942,233.1156,225.1135,230.0419,34490960.0
2017-08-04,223.9349,226.7298,222.6004,224.1858,196572348.0
2017-08-07,222.1472,222.845,217.7235,221.0943,139069922.0
2017-08-08,215.9711,216.8567,214.0066,216.6786,85760354.0
2017-08-09,223.4364,224.3761,223.2115,224.1562,913937825.0
2017-08-10,228.8026,233.1353,221.7319,228.3408,65354606.0
2017-08-11,234.6182,235.0908,233.8458,234.0847,349432117.0
2017-08-14,238.1402,238.6147,236.6555,237.4922,222618096.0
2017-08-15,232.2926,237.6825,230.1974,232.6677,60762267.0
2017-08-16,231.3356,231.7858,227.7597,230.5603,61309962.0
2017-08-17,232.8199,233.947,231.7836,232.8918,32918037.0
2017-08-18,227.9899,231.7338,226.5586,227.7598,138751992.0
2017-08-21,232.2815,233.5194,230.8053,231.0374,249197061.0
2017-08-22,230.7059,234.055,226.7969,230.1776,92608819.0
2017-08-23,228.177,229.0418,224.7638,228.7389,113264735.0
2017-08-24,231.9181,234.2779,230.8314,232.0216,65054072.0
2017-08-25,232.9926,234.4758,231.6418,234.1683,18491335.0
2017-08-28,233.7793,235.0531,232.7019,232.7656,44531618.0
2017-08-29,239.9223,240.4289,234.8059,238.1152,87327902.0
2017-08-30,233.1051,233.8781,231.7668,233.4897,71715004.0
2017-08-31,236.3392,236.5299,234.0206,236.4156,55897438.0
2017-09-01,240.2109,246.4928,235.8334,239.275,160004402.0
2017-09-04,235.594,238.9173,235.444,238.0729,48266007.0
2017-09-05,241.2071,242.8636,237.4365,239.7397,35989493.0
2017-09-06,234.1283,235.4775,232.8886,234.3284,103314364.0
2017-09-07,239.4288,,238.0286,238.6504,66932862.0
2017-09-08,237.4142,238.1426,237.2657,238.0114,62248506.0
2017-09-11,236.1683,236.3511,234.3645,235.8636,61266088.0
2017-09-12,239.9375,245.8508,234.7632,240.7819,99425802.0
2017-09-13,237.0348,238.8293,233.9059,237.7915,26406685.0
2017-09-14,229.4229,234.0518,225.5127,231.734,211594384.0
2017-09-15,225.0211,230.8666,220.0013,225.1994,177629675.0
2017-09-18,229.6728,229.9803,224.2943,227.9787,228137469.0
2017-09-19,223.3143,225.7215,222.5642,222.7094,73836013.0
2017-09-20,231.7435,233.7481,227.9504,230.4062,679030241.0
2017-09-21,222.3065,225.5076,219.271,221.6972,355484594.0
2017-09-22,227.6695,229.9352,221.6651,229.1063,133055062.0
2017-09-25,230.7988,231.0563,229.9723,230.209,41780029.0
2017-09-26,229.2795,234.8248,226.6343,229.9756,129181648.0
2017-09-27,228.0135,230.2502,227.3376,227.8047,125717259.0
2017-09-28,230.9219,231.6443,229.2793,229.7163,42393544.0
2017-09-29,228.9753,231.1732,227.1442,229.7398,46941829.0
2017-10-02,236.0214,242.6655,230.5402,234.7712,82901529.0
2017-10-03,234.8148,238.1708,231.1684,235.47,65622051.0
2017-10-04,236.9031,243.3734,232.1766,236.332,150151270.0
2017-10-05,233.99,237.7661,233.0349,234.9046,71399331.0
2017-10-06,234.1674,240.2462,234.1656,234.8429,118284369.0
2017-10-09,235.6677,239.2535,232.115,236.4052,65002111.0
2017-10-10,229.1752,229.5482,228.2488,229.0732,450351397.0
2017-10-11,222.611,224.1898,219.6781,223.4922,125129628.0
2017-10-12,227.157,232.859,226.7028,226.8381,206625947.0
2017-10-13,226.9969,229.7684,222.9351,227.757,58302741.0
2017-10-16,226.5748,227.7199,224.7812,227.1511,98770569.0
2017-10-17,227.1067,228.2333,226.8332,227.4152,100577587.0
2017-10-18,228.9329,231.4457,228.85,229.1002,53331449.0
2017-10-19,227.1946,227.7743,224.8262,226.9597,64487012.0
2017-10-20,224.3211,225.3267,221.9611,223.8279,86203292.0
2017-10-23,224.8472,229.5305,224.4805,224.8407,241843822.0
2017-10-24,220.258,221.7238,219.5699,220.9013,145240968.0
2017-10-25,223.4452,225.0758,222.4008,222.7934,94762171.0
2017-10-26,216.6679,219.575,213.8286,215.9145,307495626.0
2017-10-27,220.3987,220.7031,217.9193,220.3342,76720400.0
2017-10-30,222.1415,222.9698,218.8534,222.4918,108155929.0
2017-10-31,225.9771,226.6464,220.5291,223.7528,74155883.0
2017-11-01,228.8985,231.7999,225.6142,228.1325,123732890.0
2017-11-02,235.0798,236.3906,232.914,235.6187,295237203.0
2017-11-03,241.7711,244.3869,237.9853,240.3745,74577518.0
2017-11-06,231.8572,235.4333,230.8886,232.3447,340441339.0
2017-11-07,225.7835,227.7995,219.5504,226.9782,132733762.0
2017-11-08,227.4086,232.2929,224.1123,224.4964,75857617.0
2017-11-09,226.3213,230.625,220.0964,224.7899,58616089.0
2017-11-10,227.636,230.2057,224.3027,227.1845,25127294.0
2017-11-13,223.5293,229.3952,223.1611,224.2722,118939442.0
2017-11-14,224.8358,225.5833,224.0571,225.2484,40772306.0
2017-11-15,222.6998,223.4811,221.8282,222.2364,48640299.0
2017-11-16,217.9471,220.2341,214.9658,219.8617,38281263.0
2017-11-17,214.5503,217.391,213.2519,214.2682,200073946.0
2017-11-20,210.8208,216.9815,209.8968,210.7336,79113785.0
2017-11-21,205.5767,207.2355,203.9063,205.5859,89559875.0
2017-11-22,201.2053,204.3756,199.9906,201.9934,60677091.0
2017-11-23,205.813,208.1111,203.9792,206.2235,32999498.0
2017-11-24,201.2364,205.2796,196.9138,202.7213,76630240.0
2017-11-27,212.9559,215.3256,210.6048,213.2346,570017339.0
2017-11-28,215.6796,217.6792,214.998,215.407,153494640.0
2017-11-29,215.9798,216.9255,215.4288,216.3366,80315829.0
2017-11-30,212.8889,213.4752,210.7983,213.0289,48138738.0
2017-12-01,214.6598,219.3955,214.2205,216.0427,51194539.0
2017-12-04,213.9088,218.2818,212.4241,213.8791,119992106.0
2017-12-05,214.9079,217.0548,214.3024,214.5473,42511619.0
2017-12-06,225.0207,225.7517,223.7801,225.3658,244916572.0
2017-12-07,225.3826,225.4845,224.7259,225.1401,57223750.0
2017-12-08,229.1873,231.6363,225.8769,230.2707,101746118.0
2017-12-11,226.9353,229.6653,223.8458,227.4158,49252715.0
2017-12-12,228.5765,229.4466,225.2325,227.4505,68502674.0
2017-12-13,234.714,237.8382,231.2725,235.3823,767134351.0
2017-12-14,233.8149,235.0259,232.4069,232.7991,39073743.0
2017-12-15,241.5832,244.8383,238.3265,241.1071,290208619.0
2017-12-18,243.1872,245.9132,241.5214,244.5525,72554025.0
2017-12-19,241.3991,242.1812,240.8655,242.1637,66426607.0
2017-12-20,245.5882,250.0363,244.8984,245.2747,131641950.0
2017-12-21,250.1855,253.6848,245.3182,250.0278,55276116.0
2017-12-22,254.1512,254.9029,248.4477,253.1891,72521734.0
2017-12-25,246.159,250.6103,243.8368,245.9862,292545585.0
2017-12-26,240.6935,243.2379,240.3305,242.8266,122343495.0
2017-12-27,242.4537,244.5572,236.8729,241.8901,65726372.0
2017-12-28,243.0941,245.1046,240.5318,241.7466,96722539.0
2017-12-29,244.6706,249.0887,242.2475,244.798,179363779.0
2018-01-01,247.1246,250.5377,244.3999,245.8213,55348057.0
2018-01-02,240.1003,243.2051,237.2918,239.8906,37807921.0
2018-01-03,241.7325,243.0433,239.6089,241.817,77658347.0
2018-01-04,245.0422,246.2304,239.295,244.8226,70154284.0
2018-01-05,248.5789,249.7136,244.734,247.6277,87195596.0
2018-01-08,254.4892,256.9166,250.8621,252.9431,82439907.0
2018-01-09,258.4555,261.8996,256.2671,257.1701,54366179.0
2018-01-10,260.9002,262.4537,253.4021,259.6226,65099460.0
2018-01-11,260.0476,261.3216,258.6565,259.4896,42203842.0
2018-01-12,250.8357,257.3875,249.3437,251.6756,233923582.0
2018-01-15,253.8393,254.5815,250.8188,253.9337,87815209.0
2018-01-16,257.0691,257.2072,252.9869,255.1398,59022184.0
2018-01-17,256.9808,261.8213,251.4991,256.6614,152528103.0
2018-01-18,249.641,251.6244,249.4221,250.7466,95570205.0
2018-01-19,246.3736,249.7604,244.5463,245.8757,47332581.0
2018-01-22,252.6698,262.7018,247.4467,251.0225,90329820.0
2018-01-23,251.5945,253.6067,243.9788,251.039,54310585.0
2018-01-24,254.0203,261.3179,251.4281,254.5001,28488061.0
2018-01-25,252.7255,255.5844,248.924,254.8435,95808420.0
2018-01-26,255.1625,255.2465,253.7958,255.1944,40390614.0
2018-01-29,257.159,261.707,255.8134,259.9712,109803241.0
2018-01-30,256.2091,259.9574,255.7453,257.6577,76899007.0
2018-01-31,257.8394,260.2361,256.4266,258.3363,76552824.0
2018-02-01,254.8381,263.35,251.854,256.2976,56980272.0
2018-02-02,253.6137,255.0603,249.6041,254.4086,119473054.0
2018-02-05,251.6984,256.4332,243.5573,253.1323,53374666.0
2018-02-06,254.9301,255.5829,254.3384,254.4041,56689208.0
2018-02-07,253.0909,256.9857,251.5956,252.3179,127516283.0
2018-02-08,259.3125,266.6787,258.3146,258.5877,97385775.0
2018-02-09,254.644,255.9315,253.9145,254.4595,48046965.0
2018-02-12,255.2531,256.3412,251.4357,253.7689,71059719.0
2018-02-13,252.1549,254.7954,250.9891,251.8736,48724320.0
2018-02-14,259.263,260.0876,255.7675,259.0668,512854224.0
2018-02-15,259.5089,264.4618,259.1113,260.2425,64010989.0
2018-02-16,265.1973,270.5442,264.2375,265.583,68663453.0
2018-02-19,257.719,263.0876,252.4273,258.4408,562688482.0
2018-02-20,260.8536,261.0529,257.1142,259.9598,65913656.0
2018-02-21,266.0858,266.4451,263.8809,264.5824,148324522.0
2018-02-22,265.8415,267.6855,264.7967,265.2098,82944036.0
2018-02-23,269.9806,275.5996,266.8485,270.8244,77533247.0
2018-02-26,268.0921,271.9241,267.5728,268.408,89832576.0
2018-02-27,275.0193,281.0781,269.9129,275.8772,673335251.0
2018-02-28,288.0814,293.8148,286.7691,288.3613,243549079.0
2018-03-01,286.4665,289.545,285.8333,286.6239,93304184.0
2018-03-02,283.45,290.5705,280.9493,284.4522,183118001.0
2018-03-05,292.614,295.6383,289.0175,292.6113,287212245.0
2018-03-06,301.6556,302.7477,298.9533,301.7231,319969445.0
2018-03-07,300.959,302.1756,298.0052,298.9995,37433694.0
2018-03-08,297.3372,297.7906,294.4151,296.876,90359100.0
2018-03-09,296.8728,297.106,293.5169,295.5396,131250768.0
2018-03-12,288.967,290.2867,286.5634,288.3597,83438576.0
2018-03-13,284.1717,284.8601,278.9218,283.6274,64433887.0
2018-03-14,278.1911,279.287,275.1297,278.5224,56038559.0
2018-03-15,274.5571,276.4848,271.0621,274.7336,73283641.0
2018-03-16,274.7668,275.6481,269.621,274.777,67396103.0
2018-03-19,275.6579,278.5003,274.0824,276.2205,62969302.0
2018-03-20,287.3403,289.3726,283.483,284.6655,305861373.0
2018-03-21,279.8671,283.4817,272.7423,279.5724,24253518.0
2018-03-22,286.3046,290.9187,276.1895,285.0534,106443713.0
2018-03-23,282.895,286.8385,280.2339,284.134,84545875.0
2018-03-26,284.661,293.3314,281.497,284.0996,45558611.0
2018-03-27,287.3602,290.2069,282.1706,287.98,81840511.0
2018-03-28,284.2592,285.6875,281.2017,282.1636,32462813.0
2018-03-29,285.4026,285.4271,279.2596,284.4415,40258662.0
2018-03-30,287.7046,288.9515,284.7481,285.5699,80342976.0
2018-04-02,290.0387,292.372,286.5475,288.4745,36616885.0
2018-04-03,291.9577,293.1861,285.151,290.2913,76931183.0
2018-04-04,305.4118,307.9203,301.3548,304.3259,434865819.0
2018-04-05,301.1226,309.8243,298.9716,300.9248,77732057.0
2018-04-06,298.4139,299.1576,294.2883,298.1626,89922721.0
2018-04-09,293.9256,299.8672,293.6065,294.9118,51323148.0
2018-04-10,291.7346,294.6637,290.7381,292.0697,77642391.0
2018-04-11,289.1435,295.0985,285.4615,288.8075,127323568.0
2018-04-12,294.9916,299.3687,292.0051,295.6109,29111326.0
2018-04-13,303.1737,306.6252,302.9817,303.9012,359261295.0
2018-04-16,299.066,305.9967,294.7761,300.8856,54189126.0
